years,place,lat,lon
9,sonora,37.984091,-120.382138
12,littleton,42.537289,-71.512802
24,cherryville,35.378744,-81.378974
44,broomfield,39.920541,-105.086650
43,dollard-des-ormeaux,45.487284,-73.819938
35,los mochis,25.790466,-108.985882
16,littlestown,39.744544,-77.088038
12,maple heights,41.415331,-81.565956
1,morgantown,39.629526,-79.955897
5,lawrenceburg,35.242302,-87.334739
2,clinton,43.617280,-81.539395
9,highland falls,41.369260,-73.966250
48,thorndale,39.992885,-75.745222
5,manahawkin,39.695397,-74.258753
11,shirley,40.801488,-72.867603
29,mineola,32.663188,-95.488290
33,fairport,43.098674,-77.441938
2,pawleys island,33.433224,-79.121431
47,castroville,29.355790,-98.878639
19,fayetteville,33.448726,-84.454926
21,rison,33.958435,-92.190145
37,deltona,28.900545,-81.263674
8,carbondale,37.727273,-89.216750
14,merrill,45.180522,-89.683459
5,parkersburg,39.266742,-81.561513
34,chicago,41.878114,-87.629798
42,blue point,40.743987,-73.034554
40,el dorado,37.817240,-96.862252
46,south hadley,42.259173,-72.574793
43,nanaimo,49.165884,-123.940065
18,castleton,43.610622,-73.179832
25,clinton,40.153648,-88.964525
27,dodge center,44.027464,-92.855193
30,cedar knolls,40.821763,-74.450005
11,louisville,38.772269,-88.502548
2,irvington,40.726325,-74.228643
43,vaudreuil-dorion,45.404236,-74.037960
36,haysville,37.564462,-97.352267
9,south st. paul,44.875980,-93.027580
19,northbrook,42.127527,-87.828955
41,summit,40.716111,-74.362500
24,visalia,36.330228,-119.292058
16,rindge,42.751196,-72.009802
39,forest city,43.262468,-93.637194
10,douglas,42.759690,-105.382207
13,the dalles,45.594564,-121.178682
35,le roy,43.509688,-92.503786
11,monticello,41.655646,-74.689328
26,lebanon,40.048374,-86.469168
49,hebron,39.066147,-84.703189
2,altamont,42.700632,-74.033738
7,osceola,41.034262,-93.766759
28,bellville,40.620059,-82.510722
30,columbus,39.961176,-82.998794
45,nevis,46.965236,-94.839457
34,homerville,31.036598,-82.747085
37,parkesburg,39.959401,-75.916848
45,whitney,31.951823,-97.321401
36,spanish fork,40.114955,-111.654923
21,ingleside,27.877803,-97.211657
41,irwin,40.324514,-79.701155
22,grand ronde,45.060113,-123.609277
12,rogue river,42.435954,-123.171998
23,cherokee,42.749641,-95.551543
24,lynwood,33.930293,-118.211460
27,republic,37.120053,-93.480194
35,la habra,33.931958,-117.946173
20,elyria,41.368380,-82.107649
2,point reyes station,38.069089,-122.806936
36,mount vernon,33.188727,-95.221332
19,montvale,41.046763,-74.022917
41,ridgeway,34.307647,-80.960364
0,middletown,38.752404,-122.614985
10,mound,44.936629,-93.666072
45,scott afb,38.542699,-89.855182
18,suffern,41.114818,-74.149589
14,lamar,38.087231,-102.620750
45,middle island,40.883118,-72.942187
11,bridgeport,39.286479,-80.256198
22,cedartown,34.011271,-85.256582
46,rochester,43.161030,-77.610922
44,hazen,47.294448,-101.622665
17,princeton,40.357298,-74.667223
33,ottawa,41.345589,-88.842577
36,virginia beach,36.852926,-75.977985
34,saint simons island,31.159591,-81.388552
15,garrett,41.349494,-85.135527
10,clinton,30.865736,-91.015659
36,carleton,42.059210,-83.390766
44,winnsboro,34.380701,-81.086478
8,carrollton,33.580110,-85.076611
47,reedley,36.596339,-119.450403
46,fayetteville,43.029789,-76.004364
45,marlette,43.326968,-83.080220
34,essington,39.862153,-75.296995
31,chester heights,39.890111,-75.475476
41,mechanicsburg,40.214256,-77.008588
23,rutherford,40.826489,-74.106809
6,south lebanon,39.370893,-84.213270
19,rolla,37.948544,-91.771530
21,bessemer city,35.284858,-81.283970
19,cedaredge,38.901649,-107.926454
48,baxley,31.778251,-82.348462
23,abington,40.119833,-75.125349
15,jefferson county,38.193810,-85.643487
23,durand,42.911975,-83.984684
41,clarksville,36.529771,-87.359453
41,port charlotte,26.976171,-82.090645
23,prairie grove,35.975915,-94.317710
0,east quogue,40.840655,-72.581481
18,fair haven,40.360665,-74.038195
39,hinsdale,41.800864,-87.937005
34,dayville,41.846487,-71.887572
18,franklin springs,34.284828,-83.144316
14,costa mesa,33.641132,-117.918669
13,bridgman,41.943099,-86.556966
1,glenolden,39.900113,-75.289074
45,shamokin,40.788975,-76.558847
25,valhalla,41.074819,-73.775133
37,water mill,40.917835,-72.347884
47,angola,41.634773,-84.999409
8,point pleasant,38.844525,-82.137089
25,oak brook,41.839786,-87.953553
29,bessemer,33.401777,-86.954437
15,greater napanee,44.248471,-76.951140
11,plainfield,41.676488,-71.915073
31,medical lake,47.572943,-117.682160
20,cambridge,42.373616,-71.109733
9,egg harbor township,39.391111,-74.593889
21,chatham,42.364252,-73.594839
11,beaufort,34.718217,-76.663819
31,stillwater,45.056004,-92.808844
44,bristow,35.830633,-96.391118
34,waynesboro,38.068469,-78.889468
32,thousand palms,33.820018,-116.390289
39,minneapolis,44.983334,-93.266670
32,white pigeon,41.798106,-85.643323
33,marshall,39.123078,-93.196870
5,salem,38.626993,-88.945616
27,redwood city,37.485215,-122.236355
12,southbury,41.479307,-73.213371
5,pittsburg,37.410884,-94.704960
30,marlborough,41.631438,-72.459634
7,whippany,40.824544,-74.417097
20,centralia,39.210319,-92.137954
17,ramsey,41.057319,-74.140977
5,inglewood,33.961680,-118.353131
0,red bud,38.211717,-89.994274
10,avon park,27.595867,-81.506186
29,haslett,42.746979,-84.401085
48,thomaston,41.674334,-73.072404
30,upper marlboro,38.815947,-76.749691
32,bad axe,43.801959,-83.000777
20,frankfort,38.200905,-84.873284
22,el campo,29.196640,-96.269687
17,cleves,39.161724,-84.749115
50,cartersville,34.165097,-84.799938
40,los gatos,37.235808,-121.962375
14,conyngham,40.992028,-76.056595
11,elizabethton,36.348720,-82.210688
40,fleetwood,40.453983,-75.817976
18,burnet,30.758238,-98.228358
14,port allegany,41.810898,-78.279735
14,oakdale,40.743987,-73.138724
2,moberly,39.418369,-92.438237
36,hayden,47.766016,-116.786581
25,clayton,39.689213,-86.522498
11,leakey,29.728835,-99.761448
42,parsippany-troy hills,40.865286,-74.417388
42,wynne,35.224533,-90.786780
17,kirksville,40.194754,-92.583250
23,fort pierce,27.446706,-80.325606
38,new brunswick,40.486216,-74.451819
22,lake station,41.575037,-87.238925
19,yarmouth port,41.708808,-70.213359
47,ely,47.903237,-91.867087
36,crested butte,38.869715,-106.987823
20,eastlake,41.653936,-81.450392
50,west friendship,39.302605,-76.952755
21,mcleansville,36.107357,-79.658638
6,longueuil,45.536944,-73.510713
30,covington,37.793458,-79.993946
36,duvall,47.742322,-121.985678
26,stratford,43.370001,-80.982229
25,marion,36.834838,-81.514837
44,hammond,44.448948,-75.694122
19,lubbock,33.577863,-101.855166
16,coxsackie,42.350918,-73.802903
12,malverne,40.678992,-73.674019
19,peosta,42.449137,-90.850412
42,king of prussia,40.101286,-75.383552
1,rincon,32.296029,-81.235390
19,holiday,28.187790,-82.739545
1,stone ridge,41.853148,-74.139033
10,roxbury,41.556484,-73.308729
9,grosse pointe,42.386148,-82.911859
2,clairton,40.292292,-79.881715
5,carlinville,39.279770,-89.881766
28,columbia,35.615072,-87.035283
15,cherokee village,36.297844,-91.515973
23,fulton,34.273993,-88.409213
49,monroe,33.794836,-83.713229
35,north manchester,41.000600,-85.768597
34,ashford,41.873066,-72.121616
7,nashville,38.343661,-89.380640
12,mccordsville,39.894291,-85.919784
10,kemptville,45.016388,-75.645947
15,huntsville,45.326932,-79.216754
5,oxford,33.619003,-83.867405
11,ciudad delicias,28.187917,-105.470113
29,henderson,32.153216,-94.799380
29,blanchester,39.293117,-83.988821
5,downey,33.940014,-118.132569
33,scottsdale,33.494170,-111.926052
0,west new york,40.787879,-74.014306
46,lakewood,41.481993,-81.798191
29,clarion,41.214785,-79.385322
3,wickenburg,33.969766,-112.730188
26,ladson,32.985727,-80.109812
30,hollywood,26.011201,-80.149490
13,muskego,42.905848,-88.138978
31,lakeside marblehead,41.540166,-82.743247
37,trexlertown,40.547914,-75.605918
28,laguna hills,33.599722,-117.699444
4,caledonia,42.789198,-85.516686
0,trinity,35.894581,-79.990873
24,fort walton beach,30.420071,-86.617031
31,lincoln,42.425928,-71.303947
10,boring,45.431151,-122.353695
5,madison,32.461809,-90.115364
37,wrentham,42.066765,-71.328111
29,monmouth,40.911427,-90.647358
45,pinconning,43.853632,-83.964987
24,kingsley,44.584725,-85.535899
24,eldridge,41.658086,-90.584582
4,vernon township,41.194702,-74.493794
9,winsted,41.921207,-73.060108
4,tamworth,43.859796,-71.263126
25,inwood,39.357878,-78.039999
8,salt lake city,40.760779,-111.891047
30,sandy,45.397343,-122.261476
30,chester,39.849557,-75.355746
48,mendon,42.105652,-71.552286
46,mendenhall,31.961824,-89.870078
26,panama city,30.158813,-85.660206
20,fallbrook,33.376420,-117.251147
39,rockwell city,42.395258,-94.633867
3,rochester,41.754966,-70.845268
28,goshen,41.402038,-74.324319
15,poplar grove,42.368352,-88.822047
42,haverford,39.987799,-75.306233
48,san martin,37.084946,-121.610222
44,granite city,38.701439,-90.148720
2,elk grove,38.408799,-121.371618
17,reynoldsburg,39.954786,-82.812119
17,alpharetta,34.075376,-84.294090
16,horsham,40.178442,-75.128506
36,houma,29.595770,-90.719535
42,river grove,41.925864,-87.835894
7,maiden,35.575689,-81.211747
11,blairstown,40.983102,-74.958940
27,walhalla,34.764818,-83.064042
28,duluth,46.786672,-92.100485
18,oldsmar,28.034185,-82.665099
16,mckinney,33.197246,-96.639782
50,detroit,42.331427,-83.045754
21,monroe,32.509311,-92.119301
2,auburn,44.097851,-70.231166
34,oceano,35.098865,-120.612393
38,rolla,48.857784,-99.617922
36,picayune,30.525469,-89.679508
34,comfort,29.967715,-98.905034
7,mayfield,36.741723,-88.636715
19,patchogue,40.765654,-73.015108
48,weare,43.094803,-71.730631
16,sherwood,34.815091,-92.224315
48,belvedere tiburon,37.877481,-122.463708
41,dyersville,42.483641,-91.114090
47,caledonia,42.973118,-77.852785
31,miami,25.788969,-80.226439
36,lincoln,33.613159,-86.118306
2,loomis,38.821289,-121.193004
26,moorpark,34.285558,-118.882041
45,grandview,46.250965,-119.901705
14,granite falls,35.796520,-81.430646
42,elburn,41.892250,-88.472301
7,pikeville,35.605623,-85.188850
27,somerset,45.124411,-92.673536
16,holliston,42.200097,-71.424505
30,iron mountain,45.820233,-88.065960
48,la junta,37.985009,-103.543832
5,redford charter township,42.394449,-83.297373
47,creswell,43.917902,-123.024526
33,macedonia,41.317452,-81.504777
30,smithville,35.960618,-85.814152
1,king,43.928690,-79.528143
27,bellefontaine,40.361164,-83.759656
8,stuart,27.197548,-80.252826
12,maynard,42.433490,-71.449506
0,clarence center,43.010614,-78.637528
35,rockledge,28.319848,-80.729026
19,troy,38.729215,-89.883154
32,justin,33.084844,-97.296129
11,prairie du sac,43.286933,-89.724012
37,geneseo,42.795896,-77.816947
23,bandon,43.118998,-124.408448
34,beckley,37.778170,-81.188156
9,barre,44.197005,-72.502049
25,oostburg,43.622775,-87.794532
45,san juan capistrano,33.501693,-117.662551
21,mashpee,41.647872,-70.481967
48,sun city,33.597539,-112.271824
44,parkdale,45.519839,-121.596742
43,newton,38.046678,-97.345036
43,barnwell,33.244873,-81.358718
7,centerville,39.817825,-84.996352
40,burlington,42.678073,-88.276203
7,maysville,38.641185,-83.744365
24,phoenicia,42.084813,-74.315425
5,rowlett,32.902902,-96.563880
26,benton,36.857278,-88.350315
32,port neches,29.991324,-93.958507
0,canon city,38.439949,-105.226097
7,south holland,41.600868,-87.606989
43,deridder,30.846305,-93.289053
25,french lick,38.548943,-86.619991
1,cedar city,37.677477,-113.061893
49,destrehan,29.942983,-90.351747
31,sumner,47.203157,-122.240397
48,burnsville,44.767742,-93.277723
48,akron,43.020892,-78.495301
4,commerce township,42.575085,-83.488235
47,prince william county,38.783894,-77.607787
14,aspen,39.191098,-106.817539
19,woodland,45.904559,-122.743991
6,mendham,40.775933,-74.600714
0,leawood,38.966673,-94.616901
12,port allen,30.450750,-91.208774
26,derry,40.333959,-79.299757
19,midland park,40.989264,-74.140699
22,stratford,36.336140,-102.072119
31,schnecksville,40.675833,-75.616389
19,borger,35.667820,-101.397388
39,orange city,43.007209,-96.058352
16,ocean park,46.491487,-124.050163
39,wellfleet,41.930547,-70.030975
7,ceres,37.594932,-120.957710
15,northvale,41.006486,-73.949026
41,pacific grove,36.617737,-121.916621
1,lebanon,43.642293,-72.251757
39,ganado,29.040536,-96.513583
14,aubrey,33.304283,-96.986118
4,franklin,35.182317,-83.381543
20,gladewater,32.536533,-94.942717
3,louisburg,38.619456,-94.680790
48,deer park,47.954338,-117.476891
24,fall creek,44.763572,-91.277099
2,barnstable,41.700321,-70.300202
6,bedford,32.844017,-97.143067
40,harrisburg,40.273700,-76.884418
0,oak island,33.916562,-78.161106
18,islandia,40.804265,-73.169002
11,tower city,46.922755,-97.673989
38,eastport,40.825932,-72.731766
18,westmont,41.795864,-87.975617
25,twin falls,42.562967,-114.460871
6,brimfield,42.122548,-72.200506
32,lyndhurst,40.812017,-74.124306
12,caledon,43.866667,-80.000000
38,hazelwood,38.771440,-90.370949
12,beaumont,30.080174,-94.126556
27,black mountain,35.617895,-82.321230
29,independence,38.943118,-84.544109
39,middletown,41.562321,-72.650649
41,peekskill,41.290094,-73.920416
25,la porte,41.611143,-86.722719
23,karnes city,28.884977,-97.900835
33,hardeeville,32.287141,-81.080666
38,xenia,39.684782,-83.929653
1,greenville,31.829597,-86.617752
15,unionville,40.476961,-93.003261
41,troy,40.039498,-84.203277
0,red bank,40.347054,-74.064307
40,clarksville,39.206196,-76.945566
37,disputanta,37.124332,-77.226374
20,fort lupton,40.084705,-104.813027
48,cedar rapids,41.977880,-91.665623
49,wildwood,28.865264,-82.038974
47,welcome,35.902915,-80.256995
25,woodcliff lake,41.023430,-74.066530
32,bay city,43.594468,-83.888865
4,watertown,43.194721,-88.728992
6,liberty,39.246114,-94.419118
33,auburndale,28.065297,-81.788691
30,mechanicville,42.902855,-73.687340
28,randolph,42.161974,-71.042551
37,pine bluff,34.228431,-92.003195
16,bellflower,33.881682,-118.117012
25,peabody,42.527873,-70.928661
25,bartlesville,36.747311,-95.980818
21,chino,34.012235,-117.688944
19,buffalo grove,42.166283,-87.963131
3,bellport,40.757043,-72.939273
32,camden,34.246539,-80.607024
37,tularosa,33.073973,-106.018603
21,east hanover,40.820062,-74.364725
15,sherbrooke,45.400993,-71.882429
49,new smyrna beach,29.025819,-80.926998
14,calhoun county,33.770158,-85.807660
35,lyons,32.204355,-82.321791
48,grandview,38.885841,-94.533010
18,succasunna,40.861442,-74.647032
25,new albany,34.494268,-89.007842
38,farmington,36.728058,-108.218686
23,indianola,33.450951,-90.655092
15,pittsburgh,40.440625,-79.995886
33,kouts,41.316706,-87.025859
8,cairo,30.877413,-84.201290
27,berea,37.568694,-84.296322
38,warren,41.730379,-71.282549
3,tulsa,36.153982,-95.992775
0,west columbia,29.143858,-95.645225
12,smithtown,40.855931,-73.200669
46,osceola,45.320520,-92.704930
19,deerfield beach,26.318412,-80.099766
10,palmyra,40.007056,-75.028227
16,frenchtown,40.526214,-75.061560
4,girard,42.000334,-80.318119
9,price,39.599410,-110.810715
1,adelanto,34.582770,-117.409215
35,ann arbor,42.280826,-83.743038
20,hillsborough,36.075418,-79.099735
11,sunnyvale,32.796516,-96.560824
50,longwood,28.703052,-81.338401
49,san jacinto,33.783908,-116.958635
0,eminence,38.370068,-85.180510
47,brookshire,29.786064,-95.951066
18,el cajon,32.794773,-116.962527
50,goodville,40.125815,-76.003393
39,lake placid,44.279491,-73.979871
30,severna park,39.070388,-76.545241
9,johnson creek,43.076113,-88.774271
43,monterrey,25.673211,-100.309201
21,laurie,38.199197,-92.833524
45,fall river,43.384434,-89.045111
16,gulfport,30.367420,-89.092816
39,lorton,38.704282,-77.227760
34,tinley park,41.573144,-87.793294
7,berlin,39.791226,-74.929054
15,southington,41.596487,-72.877601
26,tempe,33.425510,-111.940005
50,gunnison,38.545825,-106.925321
23,pine river,46.718016,-94.404162
42,cedar park,30.505198,-97.820289
0,greenville,38.892269,-89.413136
40,grandville,42.909748,-85.763088
21,benton,34.564537,-92.586828
28,grafton,43.319727,-87.953423
22,point pleasant beach,40.091227,-74.047915
28,florence,34.195433,-79.762563
43,mitchell,38.732830,-86.473602
30,paso robles,35.632279,-120.664187
43,red lion,39.900933,-76.605800
42,dunbarton,43.102582,-71.616461
6,alexandria,45.311180,-74.636716
4,pinellas park,27.842802,-82.699544
43,east greenville,40.406488,-75.501848
47,canal fulton,40.889778,-81.597623
28,canyon,34.980334,-101.918802
2,elkhart,41.681993,-85.976667
15,heath,40.022842,-82.444599
1,germantown,43.228617,-88.110369
46,weatherly,40.941753,-75.829640
36,oakland,41.013153,-74.264314
33,catalina,32.500073,-110.921215
41,sebastopol,38.402136,-122.823881
11,white cloud,43.550297,-85.771997
41,sorel,46.042825,-73.112302
9,farmersville,33.163449,-96.359982
47,belmont,37.520215,-122.275801
47,air force academy,38.990556,-104.860556
39,shokan,41.973426,-74.212090
27,harper woods,42.433092,-82.924083
48,knoxville,35.960638,-83.920739
46,noblesville,40.045592,-86.008595
37,pittsford,43.090619,-77.514997
24,warwick,41.700101,-71.416167
19,wisconsin rapids,44.383576,-89.817346
4,zionsville,39.950873,-86.261937
24,moscow,46.732387,-117.000165
30,lithia springs,33.793995,-84.660490
40,orlando,28.538335,-81.379237
41,morrison,41.809751,-89.965119
16,prairie du chien,43.051651,-91.141240
30,fort mohave,35.022485,-114.589270
9,wethersfield,41.706354,-72.659624
15,deerfield,43.146194,-71.216452
8,ardmore,34.174261,-97.143625
23,leamington,42.053163,-82.599887
16,new ellenton,33.421531,-81.685665
16,kingsburg,36.513840,-119.554018
47,hazlehurst,31.869631,-82.594303
40,independence,39.091116,-94.415507
16,oxford,39.785386,-75.978835
36,pound ridge,41.208707,-73.574848
9,fredonia,42.440058,-79.331710
18,guymon,36.682804,-101.481549
26,satellite beach,28.176123,-80.590052
38,sierra madre,34.161673,-118.052846
31,weehawken,40.766371,-74.025371
30,st. rose,29.946872,-90.323135
5,live oak,39.275723,-121.659970
3,milton,43.452222,-71.014722
33,austin,43.666630,-92.974637
34,waverly,42.727203,-92.466851
5,palos hills,41.696699,-87.816998
39,west long branch,40.290389,-74.017638
35,harriman,35.933964,-84.552436
17,rockland,45.548373,-75.291612
41,nevada city,39.261561,-121.016059
31,skiatook,36.368424,-96.001385
18,collinsville,38.670327,-89.984548
43,watkins glen,42.380629,-76.873292
11,mayville,42.253947,-79.504491
50,ada,34.774531,-96.678345
7,grain valley,39.015007,-94.198558
43,york,34.994302,-81.242018
11,jena,31.683227,-92.133745
13,danville,37.645633,-84.772170
12,smithfield,36.982371,-76.631066
34,newell,42.605534,-95.002767
50,marcellus,42.982844,-76.340487
28,owego,42.103407,-76.262155
33,campbell,37.287165,-121.949957
14,garfield,40.881488,-74.113198
48,dorr,42.725088,-85.722031
34,pomfret,41.897598,-71.962574
34,harveys lake,41.363333,-76.043889
4,greenville,44.295881,-88.575857
33,roseboro,34.952948,-78.508618
35,pescadero,37.255164,-122.383015
47,wilmington,39.745833,-75.546667
28,norristown,40.121497,-75.339905
7,honeoye,42.790060,-77.516687
16,tupper lake,44.223949,-74.464057
48,lindstrom,45.389408,-92.847992
33,peru,41.327535,-89.128973
1,viroqua,43.556917,-90.888741
47,sewanee,35.203137,-85.921090
13,goose creek,32.981006,-80.032587
42,bryson city,35.430929,-83.447381
23,louisburg,36.099039,-78.301106
44,arcata,40.866517,-124.082840
13,danville,36.585972,-79.395023
5,lake stevens,48.015098,-122.063742
13,altadena,34.189727,-118.131182
34,bronxville,40.938154,-73.832078
18,becker,45.393654,-93.876508
35,mansfield,40.758390,-82.515447
20,lake park,30.684664,-83.182873
22,lindenhurst,40.686767,-73.373455
44,vashon,47.447320,-122.459850
18,monclova,26.910278,-101.422222
15,savoy,40.054753,-88.251717
15,prescott,33.802611,-93.381006
29,norwood young america,44.773573,-93.921635
45,pulaski,43.567014,-76.127703
47,cave city,35.941740,-91.548471
15,berthoud,40.308317,-105.081092
29,galesburg,42.288653,-85.418056
50,westminster,39.836653,-105.037205
8,fairmont,43.652178,-94.461083
28,winnemucca,40.972958,-117.735685
1,swiftwater,41.095368,-75.324905
14,fort atkinson,42.928894,-88.837051
11,blaine,48.993723,-122.747119
1,mason,42.579203,-84.443585
21,ozark,35.487029,-93.827697
28,stony brook,40.925654,-73.140943
38,guntersville,34.358147,-86.294704
7,orem,40.296898,-111.694647
14,edgewater,40.827045,-73.975694
44,west palm beach,26.715342,-80.053375
14,circleville,39.600618,-82.946013
9,waldwick,41.010653,-74.117920
4,seminole,32.718993,-102.644910
23,tannersville,41.039810,-75.305729
21,marietta,39.415352,-81.454844
31,manteo,35.908226,-75.675730
24,atwater,37.347717,-120.609084
43,lyons,40.224708,-105.271378
21,morristown,36.213981,-83.294892
49,north wales,40.210940,-75.278232
4,watertown,42.370930,-71.182832
4,rusk,31.796006,-95.150221
38,bloomsbury,40.653989,-75.086562
23,platte city,39.370277,-94.782461
33,essex,42.172698,-82.818899
26,winkler,49.180110,-97.938947
36,brick,40.057838,-74.137183
26,baltimore,39.290385,-76.612189
20,stillwater,36.115607,-97.058368
49,dyersburg,36.034516,-89.385628
17,montrose,41.833965,-75.877139
32,bridgeton,38.766995,-90.411506
50,east orange,40.767323,-74.204868
7,rockport,44.184482,-69.076098
28,wake forest,35.979873,-78.509723
16,southaven,34.988982,-90.012591
39,joshua tree,34.134728,-116.313066
18,underhill,44.525884,-72.945127
6,reisterstown,39.469549,-76.829421
50,montville,40.914821,-74.383763
10,raymond,40.334465,-83.465957
17,hannibal,39.708379,-91.358482
32,hamden,41.383878,-72.902606
28,florence,43.982621,-124.099841
12,crowley,30.214093,-92.374576
1,salisbury,41.983426,-73.421232
1,mill bay,48.650530,-123.557190
25,elizabeth,40.269237,-79.889771
28,elizabeth city,36.294601,-76.251046
20,selinsgrove,40.798973,-76.862194
49,goffstown,43.020405,-71.600222
21,kent county,43.009703,-85.520024
31,pierre,44.368316,-100.350966
48,americus,32.072386,-84.232688
44,fall river,41.701491,-71.155045
6,dublin,37.702152,-121.935792
21,fort lee,40.850933,-73.970138
39,davidson,35.499303,-80.848685
32,quincy,39.935602,-91.409873
36,smithfield,35.508494,-78.339445
42,siloam springs,36.188136,-94.540496
1,arden,35.466111,-82.516389
3,chantilly,38.894279,-77.431099
1,north aurora,41.806140,-88.327295
34,cottonwood,40.385709,-122.280836
11,humboldt,42.720805,-94.215240
39,winona,33.482068,-89.728137
28,smithfield,41.922050,-71.549510
22,meriden,41.538153,-72.807043
48,lake saint louis,38.780938,-90.788360
34,clinton,34.997945,-78.323332
45,west hartford,41.762084,-72.742015
43,wyckoff,41.009532,-74.172911
21,newcastle,44.036524,-69.538619
10,elverson,40.156764,-75.832709
0,greenville,35.612661,-77.366354
42,mcgregor,31.444056,-97.409179
49,thousand oaks,34.170561,-118.837594
34,culver,41.222420,-86.413003
21,kitty hawk,36.064610,-75.705735
20,paul smiths,44.438363,-74.252598
32,farmington,44.640243,-93.143550
5,moultonborough,43.755114,-71.396531
1,forsyth,33.034297,-83.938242
27,berthierville,46.083474,-73.184759
10,germantown,42.134534,-73.891798
1,glen cove,40.862322,-73.633739
32,sunbury,40.242562,-82.859067
7,great falls,38.998165,-77.288316
18,brownfield,43.938128,-70.908677
50,walnut creek,37.910078,-122.065182
5,greensboro,32.704575,-87.595840
1,rolling meadows,42.084194,-88.013127
14,castaic,34.489036,-118.625655
42,bellaire,29.705786,-95.458830
25,little ferry,40.852878,-74.042085
19,enid,36.395589,-97.878391
13,sarasota,27.336435,-82.530653
39,pipe creek,29.723143,-98.934721
8,augusta,37.686684,-96.976702
48,burwell,41.781673,-99.133154
31,colby,39.395837,-101.052377
37,stoneham,42.480247,-71.099972
49,south orange,40.748928,-74.260990
15,east lyme,41.353153,-72.229524
15,key biscayne,25.693713,-80.162825
26,hope mills,34.970442,-78.945306
27,irving,32.814018,-96.948894
2,horn lake,34.955372,-90.034814
43,florence,33.031451,-111.387343
47,monroeville,31.527940,-87.324708
11,liberal,37.043081,-100.920999
11,connersville,39.641159,-85.141075
8,liberty,41.801200,-74.746550
28,hennepin county,45.020891,-93.509457
4,newark,40.735657,-74.172367
7,sterling,39.006699,-77.429130
31,lake city,30.189676,-82.639290
42,baraga,46.778543,-88.489019
25,brownsville,25.901747,-97.497484
11,highland,41.720927,-73.960138
43,windsor,40.477482,-104.901362
39,north platte,41.140276,-100.760145
24,crossville,34.287592,-85.994140
41,daleville,37.409902,-79.912955
12,wilkes-barre,41.245915,-75.881307
36,colleyville,32.880960,-97.155012
13,winneconne,44.110815,-88.712611
18,douglassville,40.258112,-75.726292
15,wexford,40.626632,-80.054977
46,monticello,30.545202,-83.870164
32,west milford,41.131129,-74.367325
9,morrow,39.354505,-84.127157
24,lynnfield,42.538690,-71.046564
24,richland,37.856984,-92.404340
44,berwyn,40.045824,-75.439593
34,sewickley,40.536485,-80.184424
10,acworth,34.065933,-84.676880
38,walla walla,46.064581,-118.343021
46,mahomet,40.195311,-88.404223
26,jupiter,26.934225,-80.094209
36,glyndon,46.877256,-96.578819
26,morden,49.192329,-98.097732
41,hurricane,38.432590,-82.020137
6,loves park,42.320019,-89.058162
27,summit county,39.591187,-106.064018
14,south portland,43.641472,-70.240881
42,kalamazoo,42.291707,-85.587229
29,moraga,37.834926,-122.129687
8,perth amboy,40.506772,-74.265423
15,clyde,35.533438,-82.910691
10,baxter,41.826100,-93.151590
48,winchester,35.185916,-86.112207
15,st. james,40.877222,-73.155278
1,parlier,36.611617,-119.527073
36,marietta,33.952602,-84.549933
0,amherst,42.366667,-72.516667
19,yerington,38.985751,-119.162931
44,donaldsonville,30.101032,-90.992877
8,dudley,42.043366,-71.927603
37,mountlake terrace,47.788153,-122.308740
6,livingston,30.502135,-90.747874
19,santa clarita,34.391664,-118.542586
12,plainfield,44.278115,-72.426493
21,turner,44.256459,-70.256167
44,listowel,43.733416,-80.951470
29,folsom,39.889835,-75.325188
44,lake grove,40.852876,-73.115110
39,east rutherford,40.833989,-74.097087
13,bulverde,29.743833,-98.453073
39,melville,40.793432,-73.415121
0,indian head,38.600119,-77.162202
14,margaretville,42.148699,-74.648211
49,hudson falls,43.300628,-73.585949
24,columbia,34.000710,-81.034814
39,san rafael,37.973535,-122.531087
19,neosho,36.868955,-94.367996
38,lebanon,43.394444,-70.850833
6,reserve,30.053813,-90.551753
26,north tonawanda,43.038668,-78.864203
11,crestline,34.241951,-117.285599
47,woodstock,41.948431,-71.973962
48,ogden,41.223000,-111.973830
20,des plaines,42.033362,-87.883399
17,saugatuck,42.655025,-86.201982
5,carrboro,35.910144,-79.075289
32,norcross,33.941213,-84.213531
17,clinton,36.103413,-84.131863
17,stowe,44.475278,-72.702222
36,vincennes,38.677269,-87.528633
41,spring city,40.176769,-75.547688
30,walworth,42.531128,-88.599546
44,medicine lodge,37.281134,-98.580361
10,placitas,35.306984,-106.424747
39,plymouth,41.240360,-75.944643
30,newcastle,35.247287,-97.599760
7,claymont,39.800669,-75.459640
29,westfield,42.322280,-79.578103
27,chatham,39.676163,-89.704544
2,fort smith,35.385924,-94.398547
1,central,34.724275,-82.781253
33,zanesville,39.940345,-82.013192
22,new albany,38.285625,-85.824131
43,burlington,41.769123,-72.964839
50,sainte-julie,45.592500,-73.342699
22,onslow county,34.654009,-77.470197
49,villa rica,33.732052,-84.919108
42,lady lake,28.917486,-81.922860
12,redding,41.304540,-73.392898
12,fullerton,33.870292,-117.925338
16,old bridge,40.392153,-74.329420
50,lynn,42.466763,-70.949494
46,great barrington,42.195980,-73.362008
24,annville,40.329536,-76.515244
40,boylston,42.388995,-71.690814
25,skaneateles,42.947011,-76.429102
